ensg	entrez	symbol
ENSG00000167619	284339	TMEM145
ENSG00000167670	10036	CHAF1A
ENSG00000167671	80700	UBXN6
ENSG00000167674	84717	HDGFRP2
ENSG00000167676	729359	PLIN4
ENSG00000167994	5866	RAB3IL1
ENSG00000168394	6890	TAP1
ENSG00000168769	54790	TET2
ENSG00000168787	26529	OR12D2
ENSG00000168952	29091	STXBP6
ENSG00000169221	26000	TBC1D10B
ENSG00000169855	6091	ROBO1
ENSG00000171044	286046	XKR6
ENSG00000171056	83595	SOX7
ENSG00000171490	26156	RSL1D1
ENSG00000171552	598	BCL2L1
ENSG00000171988	221037	JMJD1C
ENSG00000172346	27254	CSDC2
ENSG00000172638	30008	EFEMP2
ENSG00000172732	80198	MUS81
ENSG00000172818	5017	OVOL1
ENSG00000173327	4296	MAP3K11
ENSG00000173338	10089	KCNK7
ENSG00000173421	339834	CCDC36
ENSG00000173442	254102	EHBP1L1
ENSG00000173531	4485	MST1
ENSG00000174125	7096	TLR1
ENSG00000174371	9156	EXO1
ENSG00000174485	10260	DENND4A
ENSG00000174945	155185	AMZ1
ENSG00000175215	10106	CTDSP2
ENSG00000175356	57758	SCUBE2
ENSG00000175445	4023	LPL
ENSG00000175787	169841	ZNF169
ENSG00000175806	4482	MSRA
ENSG00000176095	9807	IP6K1
ENSG00000176635	150280	HORMAD2
ENSG00000177058	153129	SLC38A9
ENSG00000177096	150368	FAM109B
ENSG00000177311	253461	ZBTB38
ENSG00000178175	167465	ZNF366
ENSG00000178741	9377	COX5A
ENSG00000178761	57184	FAM219B
ENSG00000178802	4351	MPI
ENSG00000179772	2307	FOXS1
ENSG00000179840	644997	C1orf200
ENSG00000179889	23042	PDXDC1
ENSG00000180035	197407	ZNF48
ENSG00000180061	284417	TMEM150B
ENSG00000180096	1731	SEPT1
ENSG00000180209	29895	MYLPF
ENSG00000180210	2147	F2
ENSG00000180304	4947	OAZ2
ENSG00000180448	23526	HMHA1
ENSG00000180871	3579	CXCR2
ENSG00000181896	94039	ZNF101
ENSG00000182179	7318	UBA7
ENSG00000182185	5890	RAD51B
ENSG00000182319	157285	SGK223
ENSG00000182621	23236	PLCB1
ENSG00000183066	164684	WBP2NL
ENSG00000183150	2842	GPR19
ENSG00000183172	91689	SMDT1
ENSG00000183287	147372	CCBE1
ENSG00000183309	9831	ZNF623
ENSG00000183638	94137	RP1L1
ENSG00000183726	23585	TMEM50A
ENSG00000183735	29110	TBK1
ENSG00000183763	10293	TRAIP
ENSG00000183765	11200	CHEK2
ENSG00000183864	10766	TOB2
ENSG00000184056	26276	VPS33B
ENSG00000184508	374659	HDDC3
ENSG00000184661	157313	CDCA2
ENSG00000184828	201501	ZBTB7C
ENSG00000184949	646851	FAM227A
ENSG00000184983	4700	NDUFA6
ENSG00000184988	113277	TMEM106A
ENSG00000185432	25840	METTL7A
ENSG00000185559	8788	DLK1
ENSG00000185651	7332	UBE2L3
ENSG00000185811	10320	IKZF1
ENSG00000185909	200942	KLHDC8B
ENSG00000185989	22821	RASA3
ENSG00000187145	54460	MRPS21
ENSG00000187323	1630	DCC
ENSG00000187555	7874	USP7
ENSG00000187736	79840	NHEJ1
ENSG00000188243	170622	COMMD6
ENSG00000188368	284338	PRR19
ENSG00000188554	4077	NBR1
ENSG00000189060	3005	H1F0
ENSG00000196355	NA	AC021860.1
ENSG00000196396	5770	PTPN1
ENSG00000196498	9612	NCOR2
ENSG00000196547	4122	MAN2A2
ENSG00000196628	6925	TCF4
ENSG00000196914	23365	ARHGEF12
ENSG00000197183	140688	C20orf112
ENSG00000197457	50861	STMN3
ENSG00000197728	6231	RPS26
ENSG00000198160	57708	MIER1
ENSG00000198467	7169	TPM2
ENSG00000198586	9874	TLK1
ENSG00000198901	9055	PRC1
ENSG00000198925	79065	ATG9A
ENSG00000198951	4668	NAGA
ENSG00000198967	128368	OR10Z1
ENSG00000203795	118670	FAM24A
ENSG00000203995	440590	ZYG11A
ENSG00000204084	3633	INPP5B
ENSG00000204264	5696	PSMB8
ENSG00000204393	149950	RP11-410N8.4
ENSG00000205334	100129995	AC074091.13
ENSG00000205352	54458	PRR13
ENSG00000213413	79037	PVRIG
ENSG00000213445	6494	SIPA1
ENSG00000213533	375346	TMEM110
ENSG00000213901	151295	SLC23A3
ENSG00000214736	100188893	TOMM6
ENSG00000214921	NA	AC003102.1
ENSG00000221843	84226	C2orf16
ENSG00000221968	3995	FADS3
ENSG00000225399	NA	RP11-3B7.1
ENSG00000227507	4050	LTB
ENSG00000228008	NA	CTD-2330K9.3
ENSG00000229183	643847	PGA4
ENSG00000233438	NA	AC109829.1
ENSG00000234237	NA	AL162431.1
ENSG00000236980	646498	C3orf84
ENSG00000243317	647087	C7orf73
ENSG00000243696	NA	RP5-966M1.6
ENSG00000243943	84450	ZNF512
ENSG00000248592	100526772	TMEM110-MUSTN1
ENSG00000254093	54984	PINX1
ENSG00000255103	643314	KIAA0754
ENSG00000255439	NA	RP11-196G11.1
ENSG00000256713	5222	PGA5
ENSG00000258366	51750	RTEL1
ENSG00000258724	83595	SOX7
ENSG00000267261	NA	CTD-2132N18.3
ENSG00000267531	NA	AC020922.1
ENSG00000268413	NA	AC003043.1
ENSG00000268643	NA	AC006486.9
ENSG00000269121	NA	AC007216.2
ENSG00000270466	1731	SEPT1
ENSG00000272162	NA	RP11-637O19.3
ENSG00000272573	389125	MUSTN1
